,Symbol,Name,Buy,Analyst
888,BDSX,Biodesix Inc. Common Stock,1,Strong Buy
889,BDTX,Black Diamond Therapeutics Inc. Common Stock,1,Strong Buy
890,BEAM,Beam Therapeutics Inc. Common Stock,1,Strong Buy
891,BFRA,Biofrontera AG American Depositary Shares,1,Strong Buy
892,BFST,Business First Bancshares Inc. Common Stock,1,Strong Buy
893,BGFV,Big 5 Sporting Goods Corporation Common Stock,1,Strong Buy
894,BGNE,BeiGene Ltd. American Depositary Shares,1,Strong Buy
895,BHTG,BioHiTech Global Inc. Common Stock,1,Strong Buy
896,BIDU,Baidu Inc. ADS,1,Strong Buy
897,BILI,Bilibili Inc. American Depositary Shares,1,Strong Buy
898,BIOC,Biocept Inc. Common Stock,1,Strong Buy
899,BIOL,Biolase Inc. Common Stock,1,Strong Buy
900,BIOX,Bioceres Crop Solutions Corp. Ordinary Shares,1,Strong Buy
901,BITF,Bitfarms Ltd. Common Stock,1,Strong Buy
902,BIVI,BioVie Inc. Class A Common Stock,1,Strong Buy
903,BJRI,BJ's Restaurants Inc. Common Stock,1,Strong Buy
904,BKYI,BIO-key International Inc. Common Stock,1,Strong Buy
905,BL,BlackLine Inc. Common Stock,1,Strong Buy
906,BLDE,Blade Air Mobility Inc. Class A Common Stock,1,Strong Buy
907,BLFS,BioLife Solutions Inc. Common Stock,1,Strong Buy
908,BLI,Berkeley Lights Inc. Common Stock,1,Strong Buy
909,BLMN,Bloomin' Brands Inc. Common Stock,1,Strong Buy
910,BLPH,Bellerophon Therapeutics Inc. Common Stock,1,Strong Buy
911,BLRX,BioLineRx Ltd. American Depositary Shares,1,Strong Buy
912,BLU,BELLUS Health Inc. Common Shares,1,Strong Buy
913,BMEA,Biomea Fusion Inc. Common Stock,1,Strong Buy
914,BMRN,BioMarin Pharmaceutical Inc. Common Stock,1,Strong Buy
915,BNGO,Bionano Genomics Inc. Common Stock,1,Strong Buy
916,BNR,Burning Rock Biotech Limited American Depositary Shares,1,Strong Buy
917,BOLT,Bolt Biotherapeutics Inc. Common Stock,1,Strong Buy
918,BOMN,Boston Omaha Corporation Class A Common Stock,1,Strong Buy
919,BOOM,DMC Global Inc. Common Stock,1,Strong Buy
920,BOXL,Boxlight Corporation Class A Common Stock,1,Strong Buy
921,BPMC,Blueprint Medicines Corporation Common Stock,1,Strong Buy
922,BPOP,Popular Inc. Common Stock,1,Strong Buy
923,BPRN,The Bank of Princeton Common Stock,1,Strong Buy
924,BPTH,Bio-Path Holdings Inc. Common Stock,1,Strong Buy
925,BRAG,Bragg Gaming Group Inc. Common Shares,1,Strong Buy
926,BRCN,Burcon NutraScience Corp. Common Stock,1,Strong Buy
927,BRKS,Brooks Automation Inc.,1,Strong Buy
928,BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,1,Strong Buy
929,BSET,Bassett Furniture Industries Incorporated Common Stock,1,Strong Buy
930,BSY,Bentley Systems Incorporated Class B Common Stock,1,Strong Buy
931,BTAI,BioXcel Therapeutics Inc. Common Stock,1,Strong Buy
932,BTCY,Biotricity Inc. Common Stock,1,Strong Buy
933,BTRS,BTRS Holdings Inc. Class 1 Common Stock,1,Strong Buy
934,BVS,Bioventus Inc. Class A Common Stock,1,Strong Buy
935,BWAY,BrainsWay Ltd. American Depositary Shares,1,Strong Buy
936,BWB,Bridgewater Bancshares Inc. Common Stock,1,Strong Buy
937,BWFG,Bankwell Financial Group Inc. Common Stock,1,Strong Buy
938,BWMN,Bowman Consulting Group Ltd. Common Stock,1,Strong Buy
939,BWMX,Betterware de Mexico S.A.B. de C.V. Ordinary Shares,1,Strong Buy
940,BXRX,Baudax Bio Inc. Common Stock,1,Strong Buy
941,BYRN,Byrna Technologies Inc. Common Stock,1,Strong Buy
942,BYSI,BeyondSpring Inc. Ordinary Shares,1,Strong Buy
943,BZ,KANZHUN LIMITED American Depository Shares,1,Strong Buy
944,BZUN,Baozun Inc. American Depositary Shares,1,Strong Buy
945,CAAS,China Automotive Systems Inc. Common Stock,1,Strong Buy
946,CABA,Cabaletta Bio Inc. Common Stock,1,Strong Buy
947,CADL,Candel Therapeutics Inc. Common Stock,1,Strong Buy
948,CAHC,CA Healthcare Acquisition Corp. Class A Common Stock,1,Strong Buy
949,CALA,Calithera Biosciences Inc. Common Stock,1,Strong Buy
950,CALT,Calliditas Therapeutics AB American Depositary Shares,1,Strong Buy
951,CAMP,CalAmp Corp. Common Stock,1,Strong Buy
952,CAMT,Camtek Ltd. Ordinary Shares,1,Strong Buy
953,CAPR,Capricor Therapeutics Inc. Common Stock,1,Strong Buy
954,CARA,Cara Therapeutics Inc. Common Stock,1,Strong Buy
955,CARE,Carter Bankshares Inc. Common Stock,1,Strong Buy
956,CARG,CarGurus Inc. Class A Common Stock ,1,Strong Buy
957,CASH,Meta Financial Group Inc. Common Stock,1,Strong Buy
958,CASI,CASI Pharmaceuticals Inc. Common Stock,1,Strong Buy
959,CATC,Cambridge Bancorp Common Stock,1,Strong Buy
960,CBAN,Colony Bankcorp Inc. Common Stock,1,Strong Buy
961,CBAY,CymaBay Therapeutics Inc. Common Stock,1,Strong Buy
962,CBIO,Catalyst Biosciences Inc. Common Stock,1,Strong Buy
963,CBNK,Capital Bancorp Inc. Common Stock,1,Strong Buy
964,CCB,Coastal Financial Corporation Common Stock,1,Strong Buy
965,CCCC,C4 Therapeutics Inc. Common Stock,1,Strong Buy
966,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,1,Strong Buy
967,CCNE,CNB Financial Corporation Common Stock,1,Strong Buy
968,CD,Chindata Group Holdings Limited American Depositary Shares,1,Strong Buy
969,CDAK,Codiak BioSciences Inc. Common Stock,1,Strong Buy
970,CDK,CDK Global Inc. Common Stock,1,Strong Buy
971,CDMO,Avid Bioservices Inc. Common Stock,1,Strong Buy
972,CDNA,CareDx Inc. Common Stock,1,Strong Buy
973,CDNS,Cadence Design Systems Inc. Common Stock,1,Strong Buy
974,CDTX,Cidara Therapeutics Inc. Common Stock,1,Strong Buy
975,CDXC,ChromaDex Corporation Common Stock,1,Strong Buy
976,CDXS,Codexis Inc. Common Stock,1,Strong Buy
977,CDZI,CADIZ Inc. Common Stock,1,Strong Buy
978,CECE,CECO Environmental Corp. Common Stock,1,Strong Buy
979,CELC,Celcuity Inc. Common Stock,1,Strong Buy
980,CELH,Celsius Holdings Inc. Common Stock,1,Strong Buy
981,CELU,Celularity Inc. Class A Common Stock,1,Strong Buy
982,CENT,Central Garden & Pet Company Common Stock,1,Strong Buy
983,CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,1,Strong Buy
984,CENX,Century Aluminum Company Common Stock,1,Strong Buy
985,CERE,Cerevel Therapeutics Holdings Inc. Common Stock,1,Strong Buy
986,CERN,Cerner Corporation Common Stock,1,Strong Buy
987,CERS,Cerus Corporation Common Stock,1,Strong Buy
988,CERT,Certara Inc. Common Stock,1,Strong Buy
989,CETX,Cemtrex Inc. Common Stock,1,Strong Buy
990,CEVA,CEVA Inc. Common Stock,1,Strong Buy
991,CFRX,ContraFect Corporation Common Stock,1,Strong Buy
992,CG,The Carlyle Group Inc. Common Stock,1,Strong Buy
993,CGBD,TCG BDC Inc. Common Stock,1,Strong Buy
994,CGEM,Cullinan Oncology Inc. Common Stock,1,Strong Buy
995,CGEN,Compugen Ltd. Ordinary Shares,1,Strong Buy
996,CGNT,Cognyte Software Ltd. Ordinary Shares,1,Strong Buy
997,CGRN,Capstone Green Energy Corporation Common Stock,1,Strong Buy
998,CHDN,Churchill Downs Incorporated Common Stock,1,Strong Buy
999,CHEF,The Chefs' Warehouse Inc. Common Stock,1,Strong Buy
1000,CHK,Chesapeake Energy Corporation Common Stock,1,Strong Buy
1001,CHRS,Coherus BioSciences Inc. Common Stock,1,Strong Buy
1002,CHTR,Charter Communications Inc. Class A Common Stock New,1,Strong Buy
1003,CHX,ChampionX Corporation Common Stock ,1,Strong Buy
1004,CIDM,Cinedigm Corp. Class A Common Stock,1,Strong Buy
1005,CIGI,Colliers International Group Inc. Subordinate Voting Shares,1,Strong Buy
1006,CIVB,Civista Bancshares Inc. Common Stock,1,Strong Buy
1007,CKPT,Checkpoint Therapeutics Inc. Common Stock,1,Strong Buy
1008,CLAR,Clarus Corporation Common Stock,1,Strong Buy
1009,CLBS,Caladrius Biosciences Inc. Common Stock,1,Strong Buy
1010,CLBT,Cellebrite DI Ltd. Ordinary Shares,1,Strong Buy
1011,CLDX,Celldex Therapeutics Inc.,1,Strong Buy
1012,CLFD,Clearfield Inc. Common Stock,1,Strong Buy
1013,CLIR,ClearSign Technologies Corporation Common Stock,1,Strong Buy
1014,CLLS,Cellectis S.A. American Depositary Shares,1,Strong Buy
1015,CLNN,Clene Inc. Common Stock,1,Strong Buy
1016,CLPT,ClearPoint Neuro Inc. Common Stock,1,Strong Buy
1017,CLRB,Cellectar Biosciences Inc.  Common Stock,1,Strong Buy
1018,CLSD,Clearside Biomedical Inc. Common Stock,1,Strong Buy
1019,CLSK,CleanSpark Inc. Common Stock,1,Strong Buy
1020,CLXT,Calyxt Inc. Common Stock,1,Strong Buy
1021,CMAX,CareMax Inc. Class A Common Stock,1,Strong Buy
1022,CMBM,Cambium Networks Corporation Ordinary Shares,1,Strong Buy
1023,CMCO,Columbus McKinnon Corporation Common Stock,1,Strong Buy
1024,CMCSA,Comcast Corporation Class A Common Stock,1,Strong Buy
1025,CMLS,Cumulus Media Inc. Class A Common Stock,1,Strong Buy
1026,CMMB,Chemomab Therapeutics Ltd. American Depositary Share,1,Strong Buy
1027,CMPR,Cimpress plc Ordinary Shares (Ireland),1,Strong Buy
1028,CMPS,COMPASS Pathways Plc American Depository Shares,1,Strong Buy
1029,CMRX,Chimerix Inc. Common Stock,1,Strong Buy
1030,CMTL,Comtech Telecommunications Corp. Common Stock,1,Strong Buy
1031,CNCE,Concert Pharmaceuticals Inc. Common Stock,1,Strong Buy
1032,CNOB,ConnectOne Bancorp Inc. Common Stock,1,Strong Buy
1033,CNSP,CNS Pharmaceuticals Inc. Common Stock,1,Strong Buy
1034,CNTA,Centessa Pharmaceuticals plc American Depositary Shares,1,Strong Buy
1035,CNTB,Connect Biopharma Holdings Limited American Depositary Shares,1,Strong Buy
1036,CNTG,Centogene N.V. Common Shares,1,Strong Buy
1037,CNTY,Century Casinos Inc. Common Stock,1,Strong Buy
1038,CNXC,Concentrix Corporation Common Stock,1,Strong Buy
1039,COCP,Cocrystal Pharma Inc. Common Stock,1,Strong Buy
1040,COGT,Cogent Biosciences Inc. Common Stock,1,Strong Buy
1041,COHU,Cohu Inc. Common Stock,1,Strong Buy
1042,COIN,Coinbase Global Inc. Class A Common Stock,1,Strong Buy
1043,COLL,Collegium Pharmaceutical Inc. Common Stock,1,Strong Buy
1044,COLM,Columbia Sportswear Company Common Stock,1,Strong Buy
1045,COMM,CommScope Holding Company Inc. Common Stock,1,Strong Buy
1046,CONE,CyrusOne Inc Common Stock,1,Strong Buy
1047,COST,Costco Wholesale Corporation Common Stock,1,Strong Buy
1048,COWN,Cowen Inc. Class A Common Stock,1,Strong Buy
1049,CPLP,Capital Product Partners L.P. Common Units,1,Strong Buy
1050,CPRT,Copart Inc. (DE) Common Stock,1,Strong Buy
1051,CPRX,Catalyst Pharmaceuticals Inc. Common Stock,1,Strong Buy
1052,CPSS,Consumer Portfolio Services Inc. Common Stock,1,Strong Buy
1053,CRBU,Caribou Biosciences Inc. Common Stock,1,Strong Buy
1054,CRDF,Cardiff Oncology Inc. Common Stock,1,Strong Buy
1055,CRIS,Curis Inc. Common Stock,1,Strong Buy
1056,CRKN,Crown Electrokinetics Corp. Common Stock,1,Strong Buy
1057,CRMD,CorMedix Inc. Common Stock,1,Strong Buy
1058,CRNC,Cerence Inc. Common Stock,1,Strong Buy
1059,CRNT,Ceragon Networks Ltd. Ordinary Shares,1,Strong Buy
1060,CRNX,Crinetics Pharmaceuticals Inc. Common Stock,1,Strong Buy
1061,CROX,Crocs Inc. Common Stock,1,Strong Buy
1062,CRSP,CRISPR Therapeutics AG Common Shares,1,Strong Buy
1063,CRSR,Corsair Gaming Inc. Common Stock,1,Strong Buy
1064,CRTO,Criteo S.A. American Depositary Shares,1,Strong Buy
1065,CRUS,Cirrus Logic Inc. Common Stock,1,Strong Buy
1066,CRVS,Corvus Pharmaceuticals Inc. Common Stock,1,Strong Buy
1067,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,1,Strong Buy
1068,CSBR,Champions Oncology Inc. Common Stock,1,Strong Buy
1069,CSCO,Cisco Systems Inc. Common Stock (DE),1,Strong Buy
1070,CSGP,CoStar Group Inc. Common Stock,1,Strong Buy
1071,CSIQ,Canadian Solar Inc. Common Shares (BC),1,Strong Buy
1072,CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,1,Strong Buy
1073,CSTL,Castle Biosciences Inc. Common Stock,1,Strong Buy
1074,CSTR,CapStar Financial Holdings Inc. Common Stock,1,Strong Buy
1075,CSWC,Capital Southwest Corporation Common Stock,1,Strong Buy
1076,CSWI,CSW Industrials Inc. Common Stock,1,Strong Buy
1077,CSX,CSX Corporation Common Stock,1,Strong Buy
1078,CTAS,Cintas Corporation Common Stock,1,Strong Buy
1079,CTHR,Charles & Colvard Ltd Common Stock,1,Strong Buy
1080,CTIC,CTI BioPharma Corp. (DE) Common Stock,1,Strong Buy
1081,CTLP,Cantaloupe Inc. Common Stock,1,Strong Buy
1082,CTMX,CytomX Therapeutics Inc. Common Stock,1,Strong Buy
1083,CTRE,CareTrust REIT Inc. Common Stock,1,Strong Buy
1084,CTRN,Citi Trends Inc. Common Stock,1,Strong Buy
1085,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,1,Strong Buy
1086,CTSO,Cytosorbents Corporation Common Stock,1,Strong Buy
1087,CTXR,Citius Pharmaceuticals Inc. Common Stock,1,Strong Buy
1088,CUE,Cue Biopharma Inc. Common Stock,1,Strong Buy
1089,CURI,CuriosityStream Inc. Class A Common Stock,1,Strong Buy
1090,CUTR,Cutera Inc. Common Stock,1,Strong Buy
1091,CVCY,Central Valley Community Bancorp Common Stock,1,Strong Buy
1092,CVET,Covetrus Inc. Common Stock,1,Strong Buy
1093,CVGI,Commercial Vehicle Group Inc. Common Stock,1,Strong Buy
1094,CVLG,Covenant Logistics Group Inc. Class A Common Stock,1,Strong Buy
1095,CVLT,Commvault Systems Inc. Common Stock,1,Strong Buy
1096,CVRX,CVRx Inc. Common Stock,1,Strong Buy
1097,CWBR,CohBar Inc. Common Stock,1,Strong Buy
1098,CWST,Casella Waste Systems Inc. Class A Common Stock,1,Strong Buy
1099,CXDO,Crexendo Inc. Common Stock,1,Strong Buy
1100,CYAD,Celyad Oncology SA American Depositary Shares,1,Strong Buy
1101,CYBR,CyberArk Software Ltd. Ordinary Shares,1,Strong Buy
1102,CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,1,Strong Buy
1103,CYRX,CryoPort Inc. Common Stock,1,Strong Buy
1104,CYT,Cyteir Therapeutics Inc. Common Stock,1,Strong Buy
1105,CYTH,Cyclo Therapeutics Inc. Common Stock,1,Strong Buy
1106,CYTK,Cytokinetics Incorporated Common Stock,1,Strong Buy
1107,CZNC,Citizens & Northern Corp Common Stock,1,Strong Buy
1108,CZR,Caesars Entertainment Inc. Common Stock,1,Strong Buy
1109,DADA,Dada Nexus Limited American Depositary Shares,1,Strong Buy
1110,DARE,Dare Bioscience Inc. Common Stock,1,Strong Buy
1111,DAWN,Day One Biopharmaceuticals Inc. Common Stock,1,Strong Buy
1112,DBTX,Decibel Therapeutics Inc. Common Stock,1,Strong Buy
1113,DBX,Dropbox Inc. Class A Common Stock,1,Strong Buy
1114,DCBO,Docebo Inc. Common Shares,1,Strong Buy
1115,DCOM,Dime Community Bancshares Inc. Common Stock,1,Strong Buy
1116,DCPH,Deciphera Pharmaceuticals Inc. Common Stock,1,Strong Buy
1117,DCT,Duck Creek Technologies Inc. Common Stock,1,Strong Buy
1118,DCTH,Delcath Systems Inc. Common Stock,1,Strong Buy
1119,DDOG,Datadog Inc. Class A Common Stock,1,Strong Buy
1120,DENN,Denny's Corporation Common Stock,1,Strong Buy
1121,DGII,Digi International Inc. Common Stock,1,Strong Buy
1122,DIBS,1stdibs.com Inc. Common Stock,1,Strong Buy
1123,DIOD,Diodes Incorporated Common Stock,1,Strong Buy
1124,DKNG,DraftKings Inc. Class A Common Stock,1,Strong Buy
1125,DLHC,DLH Holdings Corp.,1,Strong Buy
1126,DLPN,Dolphin Entertainment Inc. Common Stock,1,Strong Buy
1127,DLTH,Duluth Holdings Inc. Class B Common Stock,1,Strong Buy
1128,DMAC,DiaMedica Therapeutics Inc. Common Stock,1,Strong Buy
1129,DMTK,DermTech Inc. Common Stock,1,Strong Buy
1130,DNAY,Codex DNA Inc. Common Stock,1,Strong Buy
1131,DNLI,Denali Therapeutics Inc. Common Stock,1,Strong Buy
1132,DNUT,Krispy Kreme Inc. Common Stock,1,Strong Buy
1133,DOCU,DocuSign Inc. Common Stock,1,Strong Buy
1134,DOMO,Domo Inc. Class B Common Stock,1,Strong Buy
1135,DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,1,Strong Buy
1136,DOX,Amdocs Limited Ordinary Shares,1,Strong Buy
1137,DRIO,DarioHealth Corp. Common Stock,1,Strong Buy
1138,DRNA,Dicerna Pharmaceuticals Inc. Common Stock,1,Strong Buy
1139,DRRX,DURECT Corporation Common Stock,1,Strong Buy
1140,DRVN,Driven Brands Holdings Inc. Common Stock,1,Strong Buy
1141,DSEY,Diversey Holdings Ltd. Ordinary Shares,1,Strong Buy
1142,DSGN,Design Therapeutics Inc. Common Stock,1,Strong Buy
1143,DSKE,Daseke Inc. Common Stock,1,Strong Buy
1144,DTIL,Precision BioSciences Inc. Common Stock,1,Strong Buy
1145,DVAX,Dynavax Technologies Corporation Common Stock,1,Strong Buy
1146,DXCM,DexCom Inc. Common Stock,1,Strong Buy
1147,DXLG,Destination XL Group Inc. Common Stock,1,Strong Buy
1148,DXPE,DXP Enterprises Inc. Common Stock,1,Strong Buy
1149,DYN,Dyne Therapeutics Inc. Common Stock,1,Strong Buy
1150,DYNT,Dynatronics Corporation Common Stock,1,Strong Buy
1151,DZSI,DZS Inc. Common Stock,1,Strong Buy
1152,EA,Electronic Arts Inc. Common Stock,1,Strong Buy
1153,EAR,Eargo Inc. Common Stock,1,Strong Buy
1154,EBC,Eastern Bankshares Inc. Common Stock,1,Strong Buy
1155,EBMT,Eagle Bancorp Montana Inc. Common Stock,1,Strong Buy
1156,ECOR,electroCore Inc. Common Stock,1,Strong Buy
1157,ECPG,Encore Capital Group Inc Common Stock,1,Strong Buy
1158,EDAP,EDAP TMS S.A. American Depositary Shares,1,Strong Buy
1159,EDRY,EuroDry Ltd. Common Shares ,1,Strong Buy
1160,EDSA,Edesa Biotech Inc. Common Shares,1,Strong Buy
1161,EEFT,Euronet Worldwide Inc. Common Stock,1,Strong Buy
1162,EFOI,Energy Focus Inc. Common Stock,1,Strong Buy
1163,EFSC,Enterprise Financial Services Corporation Common Stock,1,Strong Buy
1164,EFTR,eFFECTOR Therapeutics Inc. Common Stock,1,Strong Buy
1165,EGLE,Eagle Bulk Shipping Inc. Common Stock,1,Strong Buy
1166,EGLX,Enthusiast Gaming Holdings Inc. Common Stock,1,Strong Buy
1167,EIGR,Eiger BioPharmaceuticals Inc. Common Stock,1,Strong Buy
1168,EKSO,Ekso Bionics Holdings Inc. Common Stock,1,Strong Buy
1169,ELDN,Eledon Pharmaceuticals Inc. Common Stock,1,Strong Buy
1170,ELEV,Elevation Oncology Inc. Common stock,1,Strong Buy
1171,ELMS,Electric Last Mile Solutions Inc. Class A Common stock,1,Strong Buy
1172,ELOX,Eloxx Pharmaceuticals Inc. Common Stock,1,Strong Buy
1173,ELYM,Eliem Therapeutics Inc Common Stock,1,Strong Buy
1174,ELYS,Elys Game Technology Corp. Common Stock,1,Strong Buy
1175,EM,Smart Share Global Limited American Depositary Shares,1,Strong Buy
1176,EMKR,EMCORE Corporation Common Stock,1,Strong Buy
1177,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,1,Strong Buy
1178,ENPH,Enphase Energy Inc. Common Stock,1,Strong Buy
1179,ENSG,The Ensign Group Inc. Common Stock,1,Strong Buy
1180,ENTX,Entera Bio Ltd. Ordinary Shares,1,Strong Buy
1181,ENVB,Enveric Biosciences Inc. Common Stock,1,Strong Buy
1182,ENVX,Enovix Corporation Common Stock,1,Strong Buy
1183,EOLS,Evolus Inc. Common Stock,1,Strong Buy
1184,EOSE,Eos Energy Enterprises Inc. Class A Common Stock,1,Strong Buy
1185,EPIX,ESSA Pharma Inc. Common Stock,1,Strong Buy
1186,EPZM,Epizyme Inc. Common Stock,1,Strong Buy
1187,EQ,Equillium Inc. Common Stock,1,Strong Buy
1188,EQBK,Equity Bancshares Inc. Class A Common Stock,1,Strong Buy
1189,EQIX,Equinix Inc. Common Stock REIT,1,Strong Buy
1190,EQOS,Diginex Limited Ordinary Shares,1,Strong Buy
1191,ERAS,Erasca Inc. Common Stock,1,Strong Buy
1192,ERYP,Erytech Pharma S.A. American Depositary Shares,1,Strong Buy
1193,ESCA,Escalade Incorporated Common Stock,1,Strong Buy
1194,ESEA,Euroseas Ltd. Common Stock (Marshall Islands),1,Strong Buy
1195,ESQ,Esquire Financial Holdings Inc. Common Stock,1,Strong Buy
1196,ESTA,Establishment Labs Holdings Inc. Common Shares,1,Strong Buy
1197,ETNB,89bio Inc. Common Stock,1,Strong Buy
1198,ETON,Eton Pharmaceuticals Inc. Common Stock,1,Strong Buy
1199,ETSY,Etsy Inc. Common Stock,1,Strong Buy
1200,ETTX,Entasis Therapeutics Holdings Inc. Common Stock,1,Strong Buy
1201,EVAX,Evaxion Biotech A/S American Depositary Share,1,Strong Buy
1202,EVBG,Everbridge Inc. Common Stock,1,Strong Buy
1203,EVCM,EverCommerce Inc. Common Stock,1,Strong Buy
1204,EVER,EverQuote Inc. Class A Common Stock,1,Strong Buy
1205,EVFM,Evofem Biosciences Inc. Common Stock,1,Strong Buy
1206,EVGN,Evogene Ltd Ordinary Shares,1,Strong Buy
1207,EVGO,EVgo Inc. Class A Common Stock,1,Strong Buy
1208,EVLO,Evelo Biosciences Inc. Common Stock,1,Strong Buy
1209,EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,1,Strong Buy
1210,EWBC,East West Bancorp Inc. Common Stock,1,Strong Buy
1211,EWCZ,European Wax Center Inc. Class A Common Stock,1,Strong Buy
1212,EWTX,Edgewise Therapeutics Inc. Common Stock,1,Strong Buy
1213,EXAS,Exact Sciences Corporation Common Stock,1,Strong Buy
1214,EXC,Exelon Corporation Common Stock,1,Strong Buy
1215,EXEL,Exelixis Inc. Common Stock,1,Strong Buy
1216,EXPI,eXp World Holdings Inc. Common Stock,1,Strong Buy
1217,EYEG,Eyegate Pharmaceuticals Inc. Common Stock,1,Strong Buy
1218,EYEN,Eyenovia Inc. Common Stock,1,Strong Buy
1219,EYPT,EyePoint Pharmaceuticals Inc. Common Stock,1,Strong Buy
1220,FA,First Advantage Corporation Common Stock,1,Strong Buy
1221,FANG,Diamondback Energy Inc. Commmon Stock,1,Strong Buy
1222,FARM,Farmer Brothers Company Common Stock,1,Strong Buy
1223,FAT,FAT Brands Inc. Class A Common Stock,1,Strong Buy
1224,FATE,Fate Therapeutics Inc. Common Stock,1,Strong Buy
1225,FB,Facebook Inc. Class A Common Stock,1,Strong Buy
1226,FBIO,Fortress Biotech Inc. Common Stock,1,Strong Buy
1227,FBIZ,First Business Financial Services Inc. Common Stock,1,Strong Buy
1228,FBMS,First Bancshares Inc.,1,Strong Buy
1229,FBNC,First Bancorp Common Stock,1,Strong Buy
1230,FCBC,First Community Bankshares Inc. (VA) Common Stock,1,Strong Buy
1231,FCCY,1st Constitution Bancorp (NJ) Common Stock,1,Strong Buy
1232,FCNCA,First Citizens BancShares Inc. Class A Common Stock,1,Strong Buy
1233,FDMT,4D Molecular Therapeutics Inc. Common Stock,1,Strong Buy
1234,FDUS,Fidus Investment Corporation Common Stock,1,Strong Buy
1235,FEMY,Femasys Inc. Common Stock,1,Strong Buy
1236,FENC,Fennec Pharmaceuticals Inc. Common Stock,1,Strong Buy
1237,FFIE,Faraday Future Intelligent Electric Inc. Common Stock,1,Strong Buy
1238,FFIV,F5 Networks Inc. Common Stock,1,Strong Buy
1239,FFNW,First Financial Northwest Inc. Common Stock,1,Strong Buy
1240,FFWM,First Foundation Inc. Common Stock,1,Strong Buy
1241,FHTX,Foghorn Therapeutics Inc. Common Stock,1,Strong Buy
1242,FISI,Financial Institutions Inc. Common Stock,1,Strong Buy
1243,FISV,Fiserv Inc. Common Stock,1,Strong Buy
1244,FITB,Fifth Third Bancorp Common Stock,1,Strong Buy
1245,FIVE,Five Below Inc. Common Stock,1,Strong Buy
1246,FIXX,Homology Medicines Inc. Common Stock,1,Strong Buy
1247,FLEX,Flex Ltd. Ordinary Shares,1,Strong Buy
1248,FLGC,Flora Growth Corp. Common Stock,1,Strong Buy
1249,FLMN,Falcon Minerals Corporation Class A Common Stock,1,Strong Buy
1250,FLUX,Flux Power Holdings Inc. Common Stock,1,Strong Buy
1251,FLWS,1-800-FLOWERS.COM Inc. Common Stock,1,Strong Buy
1252,FLXN,Flexion Therapeutics Inc. Common Stock,1,Strong Buy
1253,FLYW,Flywire Corporation Voting Common Stock,1,Strong Buy
1254,FMBH,First Mid Bancshares Inc. Common Stock,1,Strong Buy
1255,FMNB,Farmers National Banc Corp. Common Stock,1,Strong Buy
1256,FMTX,Forma Therapeutics Holdings Inc. Common Stock,1,Strong Buy
1257,FNCH,Finch Therapeutics Group Inc. Common Stock,1,Strong Buy
1258,FNKO,Funko Inc. Class A Common Stock,1,Strong Buy
1259,FOCS,Focus Financial Partners Inc. Class A Common Stock,1,Strong Buy
1260,FORM,FormFactor Inc. FormFactor Inc. Common Stock,1,Strong Buy
1261,FOX,Fox Corporation Class B Common Stock,1,Strong Buy
1262,FOXA,Fox Corporation Class A Common Stock,1,Strong Buy
1263,FPAY,FlexShopper Inc. Common Stock,1,Strong Buy
1264,FRBA,First Bank Common Stock,1,Strong Buy
1265,FREE,Whole Earth Brands Inc. Class A Common Stock,1,Strong Buy
1266,FRG,Franchise Group Inc. Common Stock,1,Strong Buy
1267,FRGI,Fiesta Restaurant Group Inc. Common Stock,1,Strong Buy
1268,FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,1,Strong Buy
1269,FRME,First Merchants Corporation Common Stock,1,Strong Buy
1270,FRPT,Freshpet Inc. Common Stock,1,Strong Buy
1271,FRST,Primis Financial Corp. Common Stock,1,Strong Buy
1272,FSBC,Five Star Bancorp Common Stock,1,Strong Buy
1273,FSFG,First Savings Financial Group Inc. Common Stock,1,Strong Buy
1274,FSTR,L.B. Foster Company Common Stock,1,Strong Buy
1275,FSTX,F-star Therapeutics Inc. Common Stock,1,Strong Buy
1276,FTCI,FTC Solar Inc. Common Stock,1,Strong Buy
1277,FTDR,Frontdoor Inc. Common Stock,1,Strong Buy
1278,FTHM,Fathom Holdings Inc. Common Stock,1,Strong Buy
1279,FTRP,Field Trip Health Ltd. Common Shares,1,Strong Buy
1280,FULC,Fulcrum Therapeutics Inc. Common Stock,1,Strong Buy
1281,FUSN,Fusion Pharmaceuticals Inc. Common Shares,1,Strong Buy
1282,FUTU,Futu Holdings Limited American Depositary Shares,1,Strong Buy
1283,FVCB,FVCBankcorp Inc. Common Stock,1,Strong Buy
1284,FVE,Five Star Senior Living Inc. Common Stock,1,Strong Buy
1285,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,1,Strong Buy
1286,FYBR,Frontier Communications Parent Inc. Common Stock,1,Strong Buy
